;;;;;;;;Office_Country_Code;; 
HDZT0V;1442592000;nan;40;2457251;nan;1442943616;VLC;ES;GEV;nan
O1K40T;1449818880;nan;40;2457260;nan;1450022272;MUC;ES;MAD;nan
GXCMBQ;1447164672;B;40;2457295;nan;1446774016;YVR;SE;ARN;nan
QY8449;1455100032;nan;40;2457365;nan;1454716672;FRA;US;PAD;nan
LYRC3A;1403815424;nan;40;2456791;nan;1400978688;FRA;CH;ZRH;nan
H1FDN2;1417642880;nan;20;2456968;nan;1421160576;UIO;CO;MAD;nan
PDM2DA;1425902592;nan;10;2457021;nan;1425601664;GIG;BR;POA;nan
COIL7Y;1439005824;nan;20;2457217;nan;1439280000;SCL;QA;BCN;nan
L6BI6Q;1443265280;B;10;2457149;nan;1442849792;FRA;DE;MUC;nan
FFTJF7;1441477248;nan;40;2457235;nan;1443173376;VLC;HR;FCO;nan
MSFZA6;1421044224;L;40;2456870;nan;1417694208;BOM;LV;RIX;nan
KUAX8X;1434561920;nan;40;2457191;nan;1434192384;LIS;GB;LHR;nan
2RYO7A;1428911232;nan;40;2457042;nan;1427031808;AMM;AE;KEF;nan
NMCKDO;1412472832;L;40;2456838;nan;1410461312;ARN;SE;GOT;nan
NAIZB8;1447184896;nan;40;2457261;nan;1448350592;PEI;CA;YYZ;nan
OI8XRW;1406163840;nan;40;2456842;nan;1406151936;JED;EG;CAI;nan
KI6J9H;1446478848;nan;40;2457219;nan;1445020416;CGH;BR;BNN;nan
IDBXPG;1419431936;nan;40;2456920;nan;1420763136;WAW;PL;WAW;nan
R97IIS;1408597888;nan;40;2456847;nan;1409857152;BRU;EE;TLL;nan
4HMKUU;1443450240;L;40;2457245;nan;1446409856;IST;SA;JED;nan
W5BAOA;1451333504;nan;40;2457354;nan;1450110208;BCN;ES;MAD;nan
61EPY6;1454777088;nan;40;2457295;nan;1454068096;JFK;DE;FRA;nan
AC4SS8;1440375680;B;30;2457251;nan;1441799808;DBV;GB;MAN;nan
NEK427;1403937536;nan;40;2456726;nan;1399881728;MXP;DK;CPH;nan
V9MRV9;1420877312;nan;40;2456976;nan;1420786816;SCL;VE;REC;nan
H4JSE9;1454599424;nan;20;2457287;nan;1452951168;MAD;ES;LCG;nan
1CPY6U;1439479296;nan;40;2457199;nan;1439694080;MNL;SA;CDG;nan
3G3G70;1460068096;nan;40;2457389;nan;1458570752;MEL;DE;FRA;nan
0MJW58;1441100928;B;40;2457227;nan;1441282432;SAN;US;FSZ;nan
19A00V;1423853312;nan;40;2457056;nan;1422275200;BOS;DE;STR;nan
TC24MH;1408057856;L;20;2456843;nan;1407340672;RNB;TH;BKK;nan
U3SMEP;1430935552;nan;40;2456986;nan;1425541888;CUN;SA;ARN;nan
F9Z3LX;1449223552;nan;40;2457338;nan;1449034880;TLN;FR;ORY;nan
3T8FHF;1440173952;nan;40;2457173;nan;1435545216;IST;GB;LHR;nan
TXQ6KD;1416935424;nan;20;2456909;nan;1417956096;NRT;FR;ORY;nan
RI252E;1445100928;L;40;2457227;nan;1444169984;JNB;NG;LOS;nan
L2F4Y7;1430417408;nan;40;2457052;nan;1428374016;PEK;SI;SVO;nan
K0V1CA;1412555392;L;40;2456759;nan;1412343040;AAL;DK;BLL;nan
2UT9EI;1449443840;nan;40;2457241;nan;1447826688;MIA;JP;HND;nan
ROMBWY;1443851904;B;20;2457168;nan;1442729600;FRA;DE;FRA;nan
YGX7PW;1422435712;nan;40;2456913;nan;1421137152;BOG;GB;HYD;nan
V61YSF;1442748416;nan;40;2457220;nan;1442243968;VCE;GB;KEF;nan
1PGOSV;1439687808;B;40;2457192;nan;1440939776;ESB;NL;IXU;nan
9KUTOC;1413358976;nan;40;2456803;nan;1412618752;IST;FR;LYS;nan
T5MWOR;1429202048;nan;40;2457005;nan;1427178112;MAD;ES;EAS;nan
NJ2FYR;1443416576;L;40;2457225;nan;1443117824;LPA;ES;VIE;nan
THRKPN;1408963584;nan;40;2456715;nan;1406125056;PNH;FR;CDG;nan
FDWQUI;1445965952;nan;40;2457144;nan;1443009280;PEN;NL;AMS;nan
RJGF43;1443080064;nan;40;2457252;nan;1443145472;ARN;NL;ADA;nan
YS6T3H;1446908032;nan;40;2457187;nan;1444090624;HKG;ZA;JNB;nan
5KV1OD;1457932032;nan;40;2457391;nan;1456185728;NCE;UY;MVD;nan
TKT618;1434565888;nan;40;2457202;nan;1434106368;FRA;SE;ARN;nan
7ISWAD;1440797696;B;10;2457286;nan;1443171968;FRA;US;LAX;nan
5GK1N3;1470490240;nan;40;2457439;nan;1469916800;TFS;SE;ARN;nan
P2GZJ7;1468489344;nan;40;2457423;nan;1466976512;KKN;ES;AGP;nan
S7TVF5;1421951104;nan;40;2456990;nan;1420110592;ATH;NO;ARN;nan
W8QYDX;1441512064;nan;40;2457289;nan;1442128256;CCS;CO;BOG;nan
YWTIA2;1440359680;nan;40;2457244;nan;1439007488;WAW;DE;FEN;nan
EHH0VY;1412465408;nan;40;2456899;nan;1413169536;SIN;NZ;CPT;nan
9RGQQW;1428710144;nan;30;2457179;nan;1429914496;BOS;US;SHO;nan
N1QAQD;1444059648;nan;40;2457210;nan;1441880832;LGW;NO;OSL;nan
O76FTD;1442787712;nan;10;2457251;nan;1442509952;CCJ;SA;RUH;nan
IKEKDZ;1446201088;nan;40;2457254;nan;1446898048;AMS;ZA;CPT;nan
XXK3N3;1438755456;nan;40;2457114;nan;1435084288;BKK;HK;JNB;nan
ICBFUB;1441290880;nan;40;2457240;nan;1439180416;SCL;FR;FRA;nan
DX9KY7;1461752448;B;40;2457447;nan;1463105536;XNA;IE;DUB;nan
40BO4U;1462865280;nan;40;2457432;nan;1461118336;BCN;DE;VIE;nan
0YALZW;1425085184;nan;40;2457076;nan;1424068992;BEY;SA;RUH;nan
6QT9J1;1440617088;nan;40;2457241;nan;1440905856;SVO;SV;BOG;nan
528UE0;1448197760;nan;40;2457272;nan;1447390464;MAD;ES;EZE;nan
CIPJBW;1427728384;nan;40;2457035;nan;1427021312;HKT;DE;ZRH;nan
P9CWTQ;1444340480;nan;40;2457239;nan;1445999360;BOM;AU;MEL;nan
T19Y5T;1405411328;L;20;2456738;nan;1404865536;BEY;CH;BLL;nan
7JKC90;1444215936;nan;40;2457217;nan;1441526272;TNR;GB;MAN;nan
459U3I;1422554624;nan;40;2456999;nan;1422604416;PER;GB;HAM;nan
2Q8VCY;1443323904;nan;40;2457254;nan;1444238208;LAX;IN;SIN;nan
WTZV18;1412625792;nan;40;2456913;nan;1409774976;ORY;HR;ZAG;nan
7T6MXP;1444145024;nan;40;2457316;nan;1441144320;NCE;SE;ARN;nan
R2YDJB;1442637696;nan;20;2457222;nan;1442845568;UIO;AT;VIE;nan
HU7JX2;1448916224;nan;40;2457281;nan;1446634112;AES;NO;BGO;nan
UZDI42;1455957504;nan;40;2457372;nan;1455485440;RIX;DK;ZRH;nan
1DTQ1M;1435105792;B;40;2457065;nan;1432780416;PRG;DK;GOT;nan
GWTI6C;1454238848;nan;40;2457345;nan;1452130560;MRU;FR;CDG;nan
2QIQZ9;1452910976;nan;40;2457199;nan;1451036544;DPS;LU;EZE;nan
NLAED5;1441004672;nan;40;2457257;nan;1440355968;PVG;GB;LGW;nan
SYJCF7;1429951488;nan;40;2457046;nan;1427877248;TUC;ES;AGP;nan
9HVA1L;1447870208;B;40;2457363;nan;1449423616;BOD;FR;LED;nan
8VYGML;1448618240;nan;40;2457256;nan;1446353792;SFO;ES;MAD;nan
4UF376;1411237248;nan;20;2456809;nan;1411815936;BGM;ZA;JNB;nan
FNJGH6;1462385664;nan;40;2457436;nan;1462916992;MIA;SV;SAL;nan
8RNFZN;1427838976;nan;40;2457108;nan;1427186816;LIS;NO;TRD;nan
DSBFZR;1441381376;nan;40;2457223;nan;1441709824;PEK;SK;OUL;nan
GS1KCM;1435517696;nan;40;2457157;nan;1435311744;SYD;DE;FRA;nan
XP9KYO;1440507648;nan;40;2457203;nan;1439746560;LYS;GB;LGW;nan
8X0YIB;1443995264;nan;40;2457209;nan;1443349760;ZYL;GB;LHR;nan
S6SW3V;1448402304;nan;20;2457250;nan;1451449088;UIO;EC;GYE;nan
E57E7J;1445413760;nan;40;2457223;nan;1445265920;BCN;ES;MAD;nan
GRELVG;1464930432;nan;40;2457435;nan;1462025344;MCO;BR;TLV;nan
9D4JUW;1471149952;nan;40;2457465;nan;1471087872;GRU;BR;AEP;nan
9CCBAM;1454651520;nan;40;2457247;nan;1453644928;VIE;JP;HND;nan
54OUYY;1442532224;nan;40;2457226;nan;1443289600;OBY;AR;AEP;nan
WPPT0R;1405343616;nan;40;2456727;nan;1404998016;UIO;EC;GYE;nan
ND3TA7;1468569856;L;40;2457454;nan;1467929856;AHU;NL;AMS;nan
37HGUI;1470071296;nan;40;2457443;nan;1469740288;SVO;CH;GVA;nan
UUPZ1A;1433589504;B;40;2457163;nan;1430672768;LJU;US;SFO;nan
MQVUBY;1429123200;nan;40;2457067;nan;1427538176;AMS;CZ;PRG;nan
G0X5NB;1445877120;B;40;2457300;nan;1442490368;BCN;NL;IST;nan
C0JWZY;1441941760;nan;40;2457244;nan;1440805632;PEK;RU;ORD;nan
8959S7;1436568960;nan;20;2457167;nan;1436521344;MAN;AT;VIE;nan
M9ODLK;1443785984;B;30;2457283;nan;1445916800;FCO;PL;LAX;nan
RNBK54;1447431040;nan;40;2457237;nan;1445960832;MNL;LV;RIX;nan
HXW9LV;1442478080;nan;40;2457257;nan;1442782336;AMS;NO;BTJ;nan
2CSKU0;1461896448;nan;40;2457436;nan;1463482880;CLO;CO;BOG;nan
KBXFWX;1443140480;L;40;2457222;nan;1442420096;CAI;CA;YYZ;nan
WCH32W;1441328256;nan;40;2457270;nan;1442368256;DUS;DE;TXL;nan
PP4RBW;1416050304;nan;40;2456970;nan;1417806976;RIX;FI;HEL;nan
LUZRNZ;1444354560;nan;40;2457214;nan;1440533632;PEW;DE;MUC;nan
T86Y2M;1431229184;nan;40;2457161;nan;1431048832;DEL;AU;MEL;nan
R2D9DL;1431982976;nan;40;2457120;nan;1432290048;JNB;NZ;AKL;nan
OS4UXD;1428428928;L;40;2457035;nan;1426944896;CDG;SE;IST;nan
FFCP8U;1451576576;nan;40;2457358;nan;1451570944;PEK;DE;DUS;nan
RM0WHB;1422910848;nan;40;2456902;nan;1419811712;MNL;FR;MRS;nan
O6V0S1;1436907520;nan;40;2457127;nan;1433830656;TXL;SE;ARN;nan
T1P06J;1431440000;nan;40;2456990;nan;1429876352;NAN;AU;BNE;nan
V6M2XI;1437101824;nan;40;2457173;nan;1435045888;KBP;LV;RIX;nan
TMTM90;1442059264;nan;40;2457216;nan;1441228416;MAD;ES;TFN;nan
GPJSYS;1442766208;nan;40;2457216;nan;1442627584;SJO;FI;HAK;nan
MREZKM;1424274304;nan;40;2457054;nan;1421267840;MAD;ES;MAD;nan
SET9C9;1440828800;nan;40;2457290;nan;1442554624;DEL;CO;BOG;nan
7RPFLF;1446179072;B;40;2457339;nan;1447014784;SAP;US;BCN;nan
E27RID;1438814208;B;40;2457269;nan;1440495360;JFK;US;ETH;nan
45FPWW;1457434880;nan;40;2457411;nan;1458084736;SJJ;FR;KDI;nan
1H1S4L;1444694912;L;20;2457243;nan;1446383360;VIE;AT;GRZ;nan
8CW216;1447601024;nan;40;2457323;nan;1447035776;EWR;GB;LIS;nan
H8GF0I;1454903296;nan;30;2457275;nan;1453696640;DEL;AU;JED;nan
48QTI4;1417002368;nan;40;2456999;nan;1415126528;BEY;SA;RUH;nan
RU4MUP;1426066176;nan;20;2457038;nan;1427243008;FRO;ZA;JNB;nan
9J0AWT;1456976000;nan;40;2457398;nan;1455893248;IAH;US;BOS;nan
AHS9MP;1430475776;nan;20;2457047;nan;1428178816;LKO;SA;RUH;nan
5CZ8X6;1440624896;L;40;2457222;nan;1440148736;DUS;DK;CPH;nan
RI5MY5;1441443456;B;40;2457254;nan;1441681536;BCN;UA;BNS;nan
2CB1HM;1424982528;nan;40;2457036;nan;1426407168;AGP;PT;OPO;nan
RUSRRZ;1449861120;nan;20;2457293;nan;1450192384;AMS;TH;BKK;nan
6XMBJC;1469511552;B;40;2457459;nan;1468945536;DUB;DK;CPH;nan
QPZS61;1433906688;nan;40;2457245;nan;1433296384;BOG;FR;TLS;nan
2T8EYC;1447294464;nan;40;2457309;nan;1447523456;AUH;DE;ORY;nan
WAQDDK;1442918528;nan;40;2457281;nan;1447885952;EZE;ES;MAD;nan
T9K36W;1412333568;nan;40;2456795;nan;1410512128;DUS;US;NAW;nan
WGRELF;1443939712;nan;20;2457205;nan;1445528064;ABJ;TW;TPE;nan
Y0ATT6;1420321280;L;40;2456903;nan;1417209344;PER;SE;GOT;nan
WXAULP;1435694208;nan;40;2457173;nan;1435881344;BOG;US;SPU;nan
GGBS0R;1448831104;nan;20;2457317;nan;1448527616;JFK;SG;SIN;nan
F29JMI;1441978752;nan;40;2457259;nan;1440364032;IST;DE;FRA;nan
ZW1FZO;1448102912;B;40;2457248;nan;1447768832;LAX;NO;IQT;nan
7OPH68;1452188160;nan;40;2457249;nan;1449278848;UME;SE;ARN;nan
8C5ENC;1413604096;nan;40;2456628;nan;1408098432;BKK;GB;CDG;nan
AKQJCK;1450965504;nan;40;2457285;nan;1447397888;NCE;SN;LIS;nan
7693A1;1447673600;nan;40;2457210;nan;1444015744;MNL;ZA;JNB;nan
F86G5A;1470866432;nan;40;2457463;nan;1469540864;TXL;FR;SJO;nan
V44LM6;1463493376;nan;40;2457399;nan;1462609280;ICN;GB;LGW;nan
E0X871;1422133376;nan;40;2456829;nan;1417705472;PEI;ES;MAD;nan
UTO5GF;1436285056;nan;40;2457134;nan;1438697856;MDE;CO;CLO;nan
DVM8AR;1437482752;nan;40;2457154;nan;1435209728;ODS;GB;OME;nan
B7MJKY;1439342848;nan;40;2457204;nan;1441169280;GLA;GB;BOG;nan
ML1JK5;1429348864;nan;40;2457056;nan;1425346816;DFW;SK;ERI;nan
OO654I;1440846976;nan;40;2457212;nan;1441110912;LIS;PA;TER;nan
SM8BP4;1445615488;nan;40;2457101;nan;1441772416;SSJ;IT;MSQ;nan
14A5LZ;1423921280;L;40;2457026;nan;1424705024;CAI;SA;DMM;nan
Z7H10M;1413238400;L;10;2456914;nan;1413230080;LHR;US;LAX;nan
SVWHKU;1448916608;nan;40;2457250;nan;1447901824;VIE;FR;LGW;nan
ZRD2C3;1443482240;nan;40;2457184;nan;1443664640;IBZ;ES;AGP;nan
9TWARU;1445175296;nan;40;2457274;nan;1442905216;DKR;FR;BOD;nan
VIOWVJ;1447489152;B;40;2457260;nan;1444956672;BUD;NL;NRT;nan
YCUPYA;1409029760;nan;40;2456881;nan;1408954240;AMM;SA;RUH;nan
DD8PBX;1444569216;nan;40;2457312;nan;1439648896;DXB;US;PXO;nan
7X5HM1;1442964736;nan;40;2457223;nan;1441654912;BKK;TH;UKB;nan
93BCFE;1419421056;nan;40;2456976;nan;1420311296;SWA;DE;JNB;nan
B16B1W;1441994496;B;40;2457236;nan;1442685696;MOQ;NL;AMS;nan
QSPZWZ;1450553344;nan;40;2457230;nan;1446134528;CMN;FR;LYS;nan
Y6BN1E;1437157888;nan;40;2457264;nan;1438560384;AMS;PT;LIS;nan
YLGQ9F;1450668160;nan;40;2457345;nan;1450610944;CUN;CO;BOG;nan
K8AT0M;1411792128;nan;40;2456927;nan;1412234752;SOF;ES;MAD;nan
NQIGGX;1447137792;nan;20;2457294;nan;1445273472;HKT;SA;RUH;nan
USOEU4;1417702400;nan;40;2456975;nan;1414062080;IKA;GB;MAN;nan
VX9U62;1426909312;nan;40;2457058;nan;1425195008;KBP;SE;TLL;nan
PAY4RX;1420632448;L;40;2456674;nan;1418188800;SMI;DE;KRS;nan
M8F6YY;1418808064;L;40;2456792;nan;1416633600;BLR;AU;SYD;nan
R65VX2;1428466176;nan;40;2457119;nan;1426785920;BRU;FR;CDG;nan
289VUD;1449674240;nan;40;2457338;nan;1448801024;RUH;PK;KHI;nan
A91TUW;1444673280;nan;40;2457230;nan;1442253056;IKA;EE;TLL;nan
X0O5MY;1458346752;nan;40;2457412;nan;1457562880;FTE;RS;BEG;nan
DZXLHK;1458749056;L;40;2457337;nan;1456332928;MXP;SE;NRT;nan
B7DBSP;1448723968;nan;40;2457309;nan;1448233856;CDG;AU;ADL;nan
K6WZ8A;1444046208;B;20;2457193;nan;1443094784;HKG;CA;YYZ;nan
2JLB02;1419329408;nan;40;2456948;nan;1420472448;SDL;SE;WAW;nan
GLLW4X;1456406784;nan;40;2457380;nan;1455677696;SZG;FR;CPH;nan
BHNRYG;1438521472;nan;40;2457173;nan;1436273536;NCE;DE;DUS;nan
8AALPZ;1417332608;nan;40;2456770;nan;1413611392;YYZ;PL;WAW;nan
MBQ0XR;1440193024;nan;40;2457212;nan;1439616256;JED;SA;KWI;nan
EQ9BLV;1407684096;nan;40;2456768;nan;1405068288;DXB;LB;BEY;nan
24T4CG;1440258304;B;30;2457196;nan;1440091264;MAA;CA;RIX;nan
3DQGFU;1405872640;nan;40;2456866;nan;1406495488;LIS;BE;MAD;nan
3J8T1J;1440717184;L;40;2457215;nan;1438444800;LHR;TH;BKK;nan
AV1ZDK;1425906304;nan;40;2457001;nan;1424131968;ALC;AR;EZE;nan
AIU0EA;1447645056;nan;40;2457234;nan;1444847104;KBP;FR;CDG;nan
FTH2HI;1401253760;nan;40;2456594;nan;1398942336;TUN;FR;NTE;nan
OYSRTN;1450501888;nan;40;2457329;nan;1448155520;TXL;IR;NGO;nan
0WOG51;1398938496;nan;40;2456736;nan;1397684608;ARN;CH;KBP;nan
0BBQ6E;1443870848;nan;40;2457194;nan;1440269056;SIN;GP;PTP;nan
M79U20;1446002688;B;40;2457212;nan;1445635584;TIA;TR;MEX;nan
ZY6DJ6;1454585472;nan;40;2457285;nan;1453011072;BRU;SE;ARN;nan
R4MGWP;1442785536;nan;40;2457272;nan;1444829568;IAH;AR;AEP;nan
LC6XZZ;1452680832;nan;40;2457305;nan;1452875264;AKL;GB;FRA;nan
HRLQRB;1431702400;nan;40;2457140;nan;1429400320;LHR;EG;CAI;nan
2KO1F2;1436639616;nan;40;2457248;nan;1438853120;FLR;DK;CPH;nan
7JT2AW;1425840512;nan;40;2456992;nan;1427046144;OUL;FI;LAX;nan
MJHZGX;1448152448;nan;40;2457264;nan;1446685440;JFK;GB;LGW;nan
M6HUU7;1437627392;nan;40;2457218;nan;1435752064;JED;SA;BEY;nan
ZAFLGR;1435406080;nan;40;2457129;nan;1431302784;BCN;NL;BRU;nan
BUHTOZ;1442337280;B;40;2457254;nan;1440568320;LCY;DE;STR;nan
OBWZ8M;1442516224;nan;40;2457142;nan;1441522816;PHL;DE;FRA;nan
B2HDL8;1437962112;nan;40;2457289;nan;1440004224;HAV;ES;MAD;nan
5MD4E7;1440321536;nan;40;2457212;nan;1439519488;EWR;IL;TLV;nan
Z6AMH7;1444447104;nan;40;2457265;nan;1443239680;PEK;CZ;PRG;nan
M2LHPA;1418526208;L;40;2456916;nan;1417142144;VIE;GB;MAN;nan
862X7O;1443893376;B;40;2457185;nan;1442157696;TUN;FR;MRS;nan
8WC88R;1446997120;nan;40;2457344;nan;1448420992;SVO;CZ;PRG;nan
ZXSNGW;1444221824;nan;40;2457216;nan;1444581632;AXM;CO;HYD;nan
EVS29G;1441044096;L;40;2457178;nan;1440464768;NRT;DE;FRA;nan
UNTDCA;1449286144;B;40;2457400;nan;1450907904;DUS;DE;HAM;nan
QR3G45;1468790784;nan;40;2457468;nan;1469012736;nan;FR;TXL;nan
YBFH2W;1430721664;nan;40;2457050;nan;1426897408;BOM;CA;DEL;nan
90P8JV;1446369664;nan;40;2457144;nan;1444453120;HKG;SE;GOT;nan
G7I13U;1442655232;nan;40;2456926;nan;1439635712;JFK;ES;MAD;nan
WLFHYB;1447309952;nan;40;2457209;nan;1446518784;PHX;US;SFO;nan
2RQHG7;1445544832;nan;40;2457257;nan;1445090560;LIS;VE;CCS;nan
MR9OPF;1422866048;nan;40;2456908;nan;1420229504;YXU;DE;ZRH;nan
5CC02S;1434712064;nan;40;2457117;nan;1434173824;NBO;GB;LHR;nan
9Z8QKZ;1450177920;nan;40;2457294;nan;1449474048;LHR;PL;WAW;nan
8BAZ7U;1463367552;nan;40;2457455;nan;1462688128;CCS;SA;SJJ;nan
WT7RTH;1443457536;nan;40;2457244;nan;1443380480;DXB;SA;RUH;nan
BBVGPJ;1444727808;nan;20;2457225;nan;1445998592;DOH;PK;KHI;nan
N4SMWX;1468889600;nan;40;2457410;nan;1466597120;LIS;BR;RBA;nan
CAYAVV;1443644800;nan;40;2457259;nan;1442119552;JNB;ZA;LED;nan
283OMK;1449741696;nan;40;2457301;nan;1450055296;CNX;FI;HEL;nan
YW6RKP;1406141184;nan;40;2456827;nan;1407944704;PVG;PA;GYE;nan
Q16GIF;1440108160;nan;40;2457162;nan;1438992128;SFO;US;SAL;nan
C6P3VY;1466614528;nan;40;2457425;nan;1464206080;ARN;SE;AGH;nan
T7J9BC;1449891072;nan;40;2457220;nan;1445814784;LIM;FR;CDG;nan
GW18HN;1439045376;nan;40;2457148;nan;1437967104;LAD;NL;AMS;nan
SCHU5P;1441863552;B;30;2457266;nan;1443737728;EZE;NO;TOS;nan
ZK82PA;1452005120;nan;40;2457296;nan;1450043648;MIA;RS;HAM;nan
TEWSUA;1451257088;nan;40;2457376;nan;1451615104;FOC;CO;ISB;nan
JB7QSL;1439700864;nan;40;2457203;nan;1440237952;MEL;ZA;CPT;nan
UNBUC3;1471059968;nan;40;2457469;nan;1470291968;CUZ;IN;COK;nan
V3M17A;1442796416;nan;40;2457265;nan;1441252096;KUL;DE;AER;nan
BW9OA3;1445167872;nan;40;2457235;nan;1444713600;HAM;NO;WAW;nan
X7C6RT;1443111296;nan;40;2457252;nan;1444807808;KEF;CA;YYZ;nan
PD47XB;1467704576;nan;40;2457315;nan;1465569024;DPS;DE;CDG;nan
2OV8NO;1431142528;nan;40;2457212;nan;1429478912;OSL;DK;BLL;nan
OYPMH3;1441027072;nan;20;2457152;nan;1439205248;JED;SA;RUH;nan
ORGCEI;1453219712;nan;40;2457295;nan;1452433280;PEK;FR;CDG;nan
AAUNS7;1466838016;nan;40;2457419;nan;1465237632;ZYA;NO;AMS;nan
3KAWEL;1453570560;B;40;2457354;nan;1452367488;BGO;SE;LLA;nan
J131LW;1440143616;nan;40;2457240;nan;1440797056;MIA;DE;TXL;nan
6H5YUN;1458237824;nan;40;2457342;nan;1456003328;GOT;DE;DUS;nan
DE1GFZ;1414066944;nan;30;2456917;nan;1414046464;ARN;SE;KSD;nan
9ZDW1U;1436905856;L;40;2457165;nan;1438981888;JNB;ZA;JNB;nan
WNLWI7;1447642624;nan;40;2457305;nan;1448353536;SCL;JP;HND;nan
3D7L6Y;1437668608;nan;40;2457157;nan;1433560192;BKK;AT;HPN;nan
IRH8FJ;1463297920;nan;40;2457344;nan;1460154496;SIN;HK;HKG;nan
EPX57H;1454204800;nan;40;2457303;nan;1449715968;JED;SA;RUH;nan
K2KLEH;1445105024;B;40;2457211;nan;1444474880;LIS;FR;SXB;nan
P3CVZH;1453954816;nan;40;2457370;nan;1452793344;JFK;IT;LIN;nan
2MP9YG;1441603840;L;40;2457235;nan;1441558400;DPS;IN;HYD;nan
7NLZYY;1445319680;nan;40;2457259;nan;1444579456;HKG;GB;MAD;nan
R7MZ5I;1423271168;nan;40;2456867;nan;1418679424;RNB;SE;GOT;nan
C1QFN7;1441955968;nan;20;2457175;nan;1440531328;MIA;DE;FRA;nan
U1JU6Y;1447576704;nan;40;2457219;nan;1444712832;DPS;IT;MXP;nan
TCDAX3;1440012544;nan;40;2457248;nan;1440434304;ROV;AE;DXB;nan
YBSAFZ;1421101696;nan;40;2456867;nan;1418711808;DPS;FR;CDG;nan
PWXGUA;1472449536;nan;20;2457458;nan;1471539456;SFO;DE;FRA;nan
VMHYBE;1428595584;nan;40;2456914;nan;1424140928;IAD;CZ;SFO;nan
I03CFF;1442171008;nan;40;2457111;nan;1440237184;LHR;ZA;JNB;nan
76539P;1460669312;B;40;2457439;nan;1461480576;KEF;SE;ARN;nan
XMJD89;1440369664;nan;40;2457258;nan;1439079936;MAD;NO;PGX;nan
ZGV7KP;1440019584;B;40;2457222;nan;1440770432;MEX;BE;SJO;nan
SXE6D6;1439522304;nan;40;2457093;nan;1437877376;YVR;IN;BEG;nan
L1XB9L;1441655808;nan;40;2457224;nan;1438487680;BOS;FR;NCE;nan
MWW1DO;1444059776;L;40;2457199;nan;1440969344;FAO;LV;RIX;nan
VSRRW4;1442181376;L;40;2457219;nan;1441447936;DEL;RO;OTP;nan
D8DOOE;1428660352;nan;40;2457006;nan;1426613376;YVR;US;KMS;nan
ZDTSXU;1443563520;nan;40;2457171;nan;1442978688;BRU;GB;RIX;nan
PZC1A7;1403778688;nan;20;2456695;nan;1403767552;CDG;FR;LHR;nan
ONH9GH;1416889856;nan;40;2457046;nan;1418022016;AEP;UA;COR;nan
S9BHEU;1436252928;nan;40;2457175;nan;1436620672;WDH;DE;MUC;nan
SJYA8G;1441746816;nan;40;2457142;nan;1437945472;IST;US;TIP;nan
49S1HX;1432602240;nan;40;2457124;nan;1432763520;PVG;IE;DUB;nan
7K718D;1408506752;nan;30;2456924;nan;1409149312;ORY;BG;ALG;nan
SNDBLT;1450733952;nan;40;2457077;nan;1448043520;SIN;SK;FRA;nan
E90M33;1468193280;B;40;2457326;nan;1464227712;SFO;IE;DUB;nan
3CCC0F;1446438400;B;40;2457272;nan;1447179520;SVG;US;BJI;nan
ULIF8O;1409088640;nan;40;2456939;nan;1409370368;VIE;DK;CPH;nan
PB24V1;1457887104;L;40;2457399;nan;1456641280;JFK;NG;AUH;nan
GQB6Z0;1456583808;nan;40;2457353;nan;1455199104;CPH;NO;TRD;nan
A6B2GH;1445175296;nan;40;2457206;nan;1444720256;BRU;PT;LIS;nan
ALSMFJ;1448535936;nan;40;2457174;nan;1446481408;TLV;FR;BRU;nan
X0Q20K;1439642112;nan;40;2457204;nan;1441479424;BOG;CO;BAQ;nan
KEDCIR;1444480896;B;40;2457249;nan;1443746944;BCN;CH;BSL;nan
RQWD97;1442945024;nan;40;2457146;nan;1440489600;BEY;SA;RIX;nan
P02T1Y;1446808192;L;40;2457362;nan;1446669056;ATH;SE;LGW;nan
1B447D;1456935680;nan;40;2457387;nan;1456218368;PLZ;ZA;JNB;nan
60SV1C;1442292736;nan;40;2457159;nan;1442527104;MCT;TW;TPE;nan
2M8BFL;1422073984;nan;40;2456963;nan;1420089088;CME;NL;AMS;nan
MKJUTG;1441012992;L;40;2457244;nan;1440402816;LAX;GB;BLR;nan
XOBCYO;1457351808;nan;40;2457407;nan;1456954624;XMN;AR;EZE;nan
XFTRJL;1453242240;L;40;2457129;nan;1449937536;AUH;DE;FRA;nan
Q3G2PV;1455015552;nan;40;2457380;nan;1455350784;ZRH;DE;TXL;nan
8ZX1OD;1441309568;nan;40;2457269;nan;1442949632;KKC;ES;MAD;nan
623D1C;1461553664;nan;40;2457418;nan;1462977280;CLO;CO;BOG;nan
B1GB0O;1427804800;nan;40;2457099;nan;1426448128;DME;ES;OSL;nan
3MGL4Q;1423939456;nan;40;2456780;nan;1420734080;FCO;IT;MXP;nan
TVAI6G;1441310336;L;40;2457081;nan;1440234752;BCN;GB;EDI;nan
L4PCGL;1417759488;nan;40;2456870;nan;1417559936;SFO;CO;CLO;nan
8J4X7V;1458028672;nan;40;2457330;nan;1456590464;MAA;SA;KUL;nan
FDEW3D;1440862848;nan;40;2457138;nan;1441701376;JFK;IT;SJO;nan
U6PKBB;1444367616;nan;40;2457213;nan;1442661632;SIN;GB;CPT;nan
XUF994;1441667328;nan;40;2457197;nan;1440943872;TXL;US;EWR;nan
